"","Gene","X.x","Pvalue.Gain.R","Diff.Gain.R","CV.Gain.R","Pvalue.Loss.R","Diff.Loss.R","CV.Loss.R","Pvalue.GainvLoss.R","Diff.GainvLoss.R","X.y","Pvalue.Gain","Diff.Gain","CV.Gain","Pvalue.Loss","Diff.Loss","CV.Loss","Pvalue.GainvLoss","Diff.GainvLoss","Three.Protein.Gain.x","Three.Protein.Loss.x","Three.RNA.Gain","Three.RNA.Loss.x","Uniprot_Acc","Three.RNA.Loss.y","Three.Protein.Gain.y","Three.Protein.Loss.y","RNA_ID.All","Variance.noAn","Variance.Mean.noAn","Variance.All","St.Dev.noAn","St.Dev.All","Chrm.Num.Arm","Acetylation.Var1","Acetylation.Freq","Methylation.Var1","Methylation.Freq","Phosphorylation.Var1","Phosphorylation.Freq","ubiquitination.Var1","ubiquitination.Freq","Sumoylation.Var1","Sumoylation.Freq","regulatory.Var1","regulatory.Freq","gene.CORUM.complex.subunits2","gene.Freq","PPI.Freq.x","PPI.Freq.y","PPI.Freq","log2.CoeffVar.RNA","log2.Protein.CoeffVar","Gene_Name","AmplificationRatio","EnsembleID","m","bm","bp","lp","lm","p","Mean_HalfLife","Intrinsic_Disorder_MobiBD","Intrinsic_Disorder_LowComplexity","Loops.in.Protein.ANCHOR.","Intrinsic_Disorder_Polarity","Intrinsic_Disorder_Polyampholyte","Intrinsic_Disorder_homology","Rate_3","Uniprot.ID","Aggregation.score","Dependency.Score","Gene.names","Non.exponential.decay.delta","Degradation.profile","Mutations.Var1","Mutations.Freq","mutations.FrameShift.Var1","mutations.FrameShift.Freq","mutations.nonsense.missense.Var1","mutations.nonsense.missense.Freq"
"109","BAG1",402,0.0691558727774148,0.153668703148426,0.856374019801617,3.54533173226677e-20,-0.613973663704957,-1.12569009588241,1.07783098217757e-14,0.767642366853383,728,0.0660989854543242,0.170918137987935,1.07915459456425,1.75162920020133e-06,-0.272758286252276,-0.273265871989003,1.88190846609968e-05,0.443676424240211,"Buffering","Scaling","Buffering","Scaling","Q99933","Scaling","Buffering","Scaling","BAG1..573.",0.584342012,0.100737505,0.735264868,0.764422666,0.85747587,"9p","Q99933",1,"Q99933",3,"Q99933",6,"Q99933",5,NA,0,NA,0,"Q99933",2,40,42,82,-3.31132719,2.169406313,"BAG1",0,"ENSG00000107262",1.986107827,0.770028437,2.867633666,2.537819095,3.986144465,6.141877851,88.7335,137,120,111,16,47,177,0.3,"bag1_human","-",0.054330587,NA,NA,NA,"BAG1",6,NA,0,"BAG1",5
"110","BAG2",403,0.117219706865531,0.222547805079815,-0.954189284123197,0.000107067792539801,-0.713252670450202,-0.499877868816574,2.32407508035956e-06,0.935800475530018,729,0.725548799879678,-0.0512999906825635,-15.8777016895499,0.301599889276654,-0.132376534775757,-1.56900192199491,0.635468243002683,0.0810765440931938,"Buffering","Buffering","Buffering","Scaling","O95816","Scaling","Scaling","Scaling","BAG2..9532.",1.030790806,0.378982576,1.062393585,1.015278684,1.030724786,"6p","O95816",4,NA,0,"O95816",11,"O95816",10,NA,0,NA,0,NA,0,33,159,192,-1.399796572,4.173610479,"BAG2",0,"ENSG00000112208",1.721195074,0.505115683,3.112111316,2.324282455,4.243236538,6.121442748,65.13066667,NA,28,23,NA,NA,NA,0.333,"bag2_human","0.58",-0.276414895,"BAG2",-0.035587548,"ED","BAG2",2,NA,0,"BAG2",1
"111","BANF1",410,0.0222459588469239,0.167668397743033,0.601457371086956,0.000172110530597561,-0.271148488422444,3.32955402144984,1.66631260598335e-06,0.438816886165477,737,0.840254693076321,0.0175133809471512,3.53514233197585,0.00668244165770247,-0.265712934915064,-0.572581719643928,0.017568615303739,0.283226315862215,"Buffering","Scaling","Buffering","Scaling","O75531","Buffering","Buffering","Buffering","BANF1..8815.",0.225487317,0.028631937,0.304921478,0.474855048,0.552196956,"11q","O75531",2,"O75531",3,"O75531",5,"O75531",5,NA,0,"O75531",3,"O75531",5,52,32,84,-5.126230903,3.872334087,"BANF1",0.013513514,"ENSG00000175334",1.837124162,0.621044772,3.361831692,1.949390007,3.316180099,6.487092212,161.7662222,NA,NA,NA,NA,NA,88,NA,"baf_human","-7.00E-02",-1.162765884,"BANF1",-0.01550549,"ED","BANF1",3,NA,0,NA,0
"112","BASP1",412,0.0730805631376489,0.199200744470747,-0.762558111303786,0.316155508911027,0.174301364695835,-0.512180957895117,0.888905496513453,0.0248993797749117,740,0.202393685287983,0.163299231668054,7.55368581322703,0.672715479796447,0.0805296095517832,-23.913905448894,0.681089320016768,0.0827696221162709,"Buffering","Buffering","Buffering","Anti-Scaling","P80723","Scaling","Scaling","Scaling","BASP1..10409.",8.166957783,2.369339457,8.696385911,2.857788968,2.948963532,"5p","P80723",2,NA,0,"P80723",21,"P80723",23,"P80723",2,NA,0,NA,0,2,36,38,1.244484909,4.959103755,"BASP1",0.043243243,"ENSG00000176788",2.299478658,1.083399268,2.879264777,2.356025857,4.775595886,6.466879793,104.09,227,162,183,37,94,225,NA,"basp1_human","-",0.195804399,"BASP1",0.031255775,"ED","BASP1",21,"BASP1",1,"BASP1",11
"113","BAX",413,0.197750597277268,0.111947173091459,13.6813221792035,0.00174032601139866,-0.229750604686319,-0.916004391336101,0.000434065355847239,0.341697777777778,741,0.138092702432646,0.103963596502314,0.305366605283081,0.0101802657236537,-0.141564185637705,-1.53907311336922,0.00273943901369424,0.245527782140019,"Buffering","Buffering","Buffering","Buffering","Q07812-2","Scaling","Buffering","Scaling","BAX..581.",0.666933997,0.089618904,0.619733706,0.81666027,0.787231672,"19q",NA,0,NA,0,NA,0,"Q07812-2",1,NA,0,NA,0,NA,0,35,46,81,-3.480053102,4.520738297,"BAX",0.002702703,"ENSG00000087088",1.429463276,0.213383886,3.602884417,2.283301229,3.832652589,6.320484051,176.6523,NA,NA,NA,NA,NA,NA,NA,"bax_human","-",0.173473087,NA,NA,NA,"BAX",18,"BAX",12,"BAX",5
"114","BBS1",417,0.748601458124823,0.0242374148909341,0.30914012275547,2.84108600769477e-05,-0.282023727722321,0.264654528707819,0.000475529741583558,0.306261142613255,746,0.717680662430171,0.0334307202542441,-7.8828764805853,0.0685197151879604,0.199351542826674,0.625740047330508,0.171237440611851,-0.16592082257243,"Buffering","Anti-Scaling","Buffering","Scaling","Q8NFJ9-2","Buffering","Buffering","Buffering","BBS1..582.",0.357530246,0.096734923,0.43331791,0.597938329,0.658268874,"11q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,23,27,50,-3.369819364,3.984502401,"BBS1",0.02972973,"ENSG00000174483",0.455191522,-0.760887869,2.678178445,2.773054693,4.362086453,4.421506325,77.563,NA,NA,NA,NA,NA,NA,NA,"bbs1_human","-",-0.265360688,NA,NA,NA,"BBS1",4,NA,0,"BBS1",3
"115","BCAM",418,0.0191910933499934,0.226398261526833,0.150045257752277,0.0425777147466462,-0.177396182917612,0.295630543226013,0.000325072316252123,0.403794444444445,751,0.405931034454843,0.0936318809320619,0.884245039704459,0.00050639156769787,-0.65698424647945,-0.622326145317566,0.000124277646734522,0.750616127411512,"Buffering","Scaling","Buffering","Buffering","P50895","Buffering","Scaling","Anti-Scaling","BCAM..4059.",4.400142105,1.087069321,4.703815103,2.097651569,2.168828048,"19q",NA,0,"P50895",1,"P50895",16,"P50895",2,NA,0,"P50895",1,NA,0,11,11,22,0.120443942,4.010708726,"BCAM",0.010810811,NA,NA,NA,NA,NA,NA,NA,29.90733333,50,89,111,NA,NA,495,0.054,"bcam_human","0.22",-0.020124353,NA,NA,NA,"BCAM",20,"BCAM",1,"BCAM",15
"116","BCAT2",424,0.0354726564515517,0.180240646258503,0.854318611003402,3.94919866549791e-12,-0.433419353741497,-0.61363043455943,1.17379661592068e-09,0.61366,759,0.0182325077270128,0.217325025409133,0.344323740767752,0.0702420755569635,-0.19135825616554,-1.08293514051496,0.00119046813037872,0.408683281574673,"Buffering","Buffering","Buffering","Scaling","O15382","Scaling","Scaling","Buffering","BCAT2..587.",0.538971258,0.104754304,0.615052661,0.734146619,0.784252932,"19q","O15382",8,"O15382",1,"O15382",1,"O15382",6,NA,0,NA,0,NA,0,4,8,12,-3.254918576,3.502471105,"BCAT2",0.002702703,NA,NA,NA,NA,NA,NA,NA,120.0815,NA,12,3,NA,NA,332,NA,"bcat2_human","-0.7",0.094430625,NA,NA,NA,"BCAT2",9,"BCAT2",2,"BCAT2",4
"117","BCKDHA",426,0.000625336153238074,0.271210770975057,0.369035410828007,1.66408043865016e-13,-0.491787840136055,-1.15689570624086,2.70632850182311e-14,0.762998611111111,762,0.376509507839729,0.0734043572422204,1.39873332335226,0.919776321211742,-0.00767225386861857,-6.30591773468636,0.416281737203987,0.0810766111108389,"Buffering","Buffering","Scaling","Scaling","P12694","Scaling","Buffering","Buffering","BCKDHA..593.",0.537290721,0.121694478,0.580774911,0.733001174,0.762085895,"19q","P12694",1,"P12694",1,"P12694",15,"P12694",4,NA,0,NA,0,NA,0,2,39,41,-3.038664388,3.854423373,"BCKDHA",0,"ENSG00000248098",1.029097434,-0.186981957,2.954939866,2.648360011,4.440058543,5.272173658,108.4938571,21,17,34,15,NA,300,0.033,"odba_human","-0.23",0.011362167,NA,NA,NA,"BCKDHA",17,"BCKDHA",3,"BCKDHA",8
"118","BCL9L",434,6.18074775022631e-07,0.328916403984365,-2.35670360066777,0.0017022859650407,-0.200620971785405,-0.327981212305955,1.12686220681181e-10,0.52953737576977,776,0.439461135633148,0.0510070780269941,1.43983132341549,0.905571230392876,0.00702619386197674,11.4337012668153,0.577350475264585,0.0439808841650174,"Buffering","Buffering","Scaling","Buffering","Q86UU0","Buffering","Scaling","Buffering","BCL9L..283149.",1.688803094,0.355572394,1.593130178,1.29953957,1.262192607,"11q","Q86UU0",11,"Q86UU0",11,"Q86UU0",48,"Q86UU0",3,"Q86UU0",2,NA,0,NA,0,0,4,4,-1.491784775,4.719326646,"BCL9L",0,"ENSG00000186174",1.112326188,-0.103753202,2.456329696,3.175801633,4.231214648,4.856792242,NA,751,304,1328,228,43,71,NA,"bcl9l_human","-",-0.256841083,NA,NA,NA,"BCL9L",62,"BCL9L",15,"BCL9L",36
"119","BCS1L",436,0.000132155356287485,0.274853833473625,1.09839095838931,1.83733957402019e-05,-0.396456660353535,-0.371088762783663,4.54181832496173e-09,0.67131049382716,780,0.0988791284614689,0.186945625133368,0.901049713280548,0.0234730497406948,-0.276888971247381,-0.363174070070189,0.00393592768178598,0.463834596380749,"Buffering","Scaling","Scaling","Scaling","Q9Y276","Scaling","Scaling","Scaling","BCS1L..617.",0.2217387,0.04045112,0.2456134,0.4708914,0.495594,"2q",NA,0,NA,0,"Q9Y276",5,"Q9Y276",3,NA,0,NA,0,NA,0,3,18,21,-4.627676,5.359682,"BCS1L",0,"ENSG00000074582",1.235455,0.01937551,3.035537,2.622214,3.574108,5.559129,195.2922,NA,25,NA,NA,NA,295,0.092,"bcs1_human","-0.13",-0.571495868,NA,NA,NA,"BCS1L",15,NA,0,"BCS1L",8
"120","BIN1",443,0.00442107192875832,0.291323044548045,0.42489222895656,0.000520088817310005,-0.449322738927739,1.19477560752454,2.59110520299985e-06,0.740645783475784,793,0.0499625606474721,0.193014544556197,0.373977176516322,0.000412963446278806,-0.428874817771848,-0.212698304063354,3.39897868218547e-05,0.621889362328045,"Buffering","Scaling","Scaling","Scaling","O00499","Scaling","Buffering","Scaling","BIN1..274.",2.609159115,0.620490967,2.665385471,1.615289174,1.63260083,"2q","O00499",3,"O00499",1,"O00499",16,"O00499",7,NA,0,"O00499",1,"O00499",1,31,44,75,-0.688517886,6.866848005,"BIN1",0.002702703,"ENSG00000136717",1.379157351,0.163077961,2.570152427,2.773054693,4.772888658,5.237446137,141.3508889,164,27,252,NA,NA,332,NA,"bin1_human","0.38",-0.220727142,NA,NA,NA,"BIN1",27,NA,0,"BIN1",16
"121","BIN1",443,0.00442107192875832,0.291323044548045,0.42489222895656,0.000520088817310005,-0.449322738927739,1.19477560752454,2.59110520299985e-06,0.740645783475784,793,0.0499625606474721,0.193014544556197,0.373977176516322,0.000412963446278806,-0.428874817771848,-0.212698304063354,3.39897868218547e-05,0.621889362328045,"Buffering","Scaling","Scaling","Scaling","O00499-8","Scaling","Buffering","Scaling","BIN1..274.",2.609159115,0.620490967,2.665385471,1.615289174,1.63260083,"2q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,31,44,75,-0.688517886,10.78194855,"BIN1",0.002702703,"ENSG00000136717",1.379157351,0.163077961,2.570152427,2.773054693,4.772888658,5.237446137,141.3508889,NA,NA,NA,NA,NA,NA,NA,"bin1_human","0.38",-0.220727142,NA,NA,NA,"BIN1",27,NA,0,"BIN1",16
"122","BIN2",444,0.0384909518609068,-0.233168454653153,-0.770859109030358,0.163205618110242,0.156284448086669,-1.27051124678027,0.00640005848539553,-0.389452902739822,794,0.948814633845192,-0.00712499281041274,18.2141647219973,0.371324897005361,0.0958556198258816,1.73400355188745,0.472846332766948,-0.102980612636294,"Buffering","Buffering","Anti-Scaling","Anti-Scaling","Q9UBW5","Scaling","Anti-Scaling","Scaling","BIN2..51411.",2.340551,3.840099,1.974255,1.529886,1.405082,"12q","Q9UBW5",7,NA,0,"Q9UBW5",56,"Q9UBW5",9,NA,0,NA,0,NA,0,2,5,7,1.941143,3.642936,"BIN2",0,NA,NA,NA,NA,NA,NA,NA,250.102,299,148,266,177,31,237,NA,"bin2_human","0.58",-0.167504811,NA,NA,NA,"BIN2",14,NA,0,"BIN2",7
"123","BIRC2",446,0.000142504852667285,0.227302754486614,-4.340486425523,4.25751069293031e-11,-0.433264520374675,-0.277156134193969,1.03756239358424e-15,0.660567274861289,796,0.787897749406884,0.0172671048187794,0.786177208505896,0.611824689145326,-0.0399441350231794,7.05497410329205,0.515223811680233,0.0572112398419588,"Buffering","Buffering","Buffering","Scaling","Q13490","Buffering","Buffering","Buffering","BIRC2..329.",0.661008998,0.135617238,0.759778674,0.813024599,0.87165284,"11q",NA,0,NA,0,"Q13490",9,"Q13490",23,NA,0,NA,0,"Q13490",2,69,79,148,-2.882387528,4.198952557,"BIRC2",0.027027027,"ENSG00000110330",0.931104542,-0.284974849,2.837067674,2.790988475,4.494845389,5.056308574,28.584,NA,51,29,NA,NA,277,0.367,"birc2_human","-0.04",-0.225818104,NA,NA,NA,"BIRC2",17,"BIRC2",2,"BIRC2",12
"124","BLOC1S1",449,0.0371862467118917,0.165785211267606,0.270202279265536,0.00516506560102711,-0.240429850746269,0.439989614776833,0.000134356945553116,0.406215062013874,801,0.283092283879827,-0.0707018298703305,12.1818533488992,0.399422210322773,-0.0601240883741938,4.99088348009112,0.902916421634844,-0.0105777414961367,"Buffering","Buffering","Buffering","Buffering","P78537","Buffering","Buffering","Buffering","BLOC1S1..2647.",0.435145434,0.064924499,0.429382126,0.659655542,0.655272558,"12q",NA,0,NA,0,"P78537",8,"P78537",2,NA,0,NA,0,"P78537",5,3,18,21,-3.94509321,5.554117299,"BLOC1S1",0.002702703,"ENSG00000135441",1.46341824,0.24733885,3.4508668,2.184691431,3.56431091,6.202421399,106.5595,27,48,42,NA,NA,113,NA,"bl1s1_human","0.76",0.029565278,NA,NA,NA,"BLOC1S1",2,NA,0,"BLOC1S1",1
"125","BLVRA",451,0.451361633524675,0.0637563609185166,-0.660905312560834,2.7348291012425e-08,-0.466141308816811,-0.288552627338945,4.03661295351435e-07,0.529897669735328,807,0.778102571460054,0.0156285607342364,0.470886518721732,0.00221785898366432,-0.188322594896617,-0.491947589299564,0.00286344314431832,0.203951155630854,"Buffering","Buffering","Buffering","Scaling","P53004","Anti-Scaling","Scaling","Buffering","BLVRA..644.",2.273653746,0.445839155,1.837948668,1.507863968,1.355709655,"7p","P53004",6,"P53004",2,"P53004",16,"P53004",9,NA,0,"P53004",6,"P53004",1,14,13,27,-1.165404772,1.988578516,"BLVRA",0.010810811,"ENSG00000106605",1.223557327,0.007477937,3.348009471,2.471291711,4.687154254,5.859703157,204.403625,NA,35,NA,NA,NA,226,0.079,"biea_human","0.09",0.06994985,"BLVRA",-0.079453952,"ED","BLVRA",8,"BLVRA",1,"BLVRA",5
"126","BLVRB",452,0.384659655664243,0.102101927437642,-0.81078613900079,6.8500053961818e-10,-0.513629091080876,-0.284716857335658,3.82450975343186e-06,0.615731018518518,808,0.562124795132861,0.0567578845255857,1.35239947656641,0.390666795719606,-0.144253901050926,-3.44494008164489,0.252341975208726,0.201011785576512,"Buffering","Buffering","Buffering","Scaling","P30043","Buffering","Buffering","Buffering","BLVRB..645.",1.582796168,0.258026935,1.658960738,1.258092273,1.288006497,"19q","P30043",1,"P30043",2,"P30043",14,"P30043",5,NA,0,NA,0,NA,0,1,13,14,-1.95440642,6.562944494,"BLVRB",0.005405405,"ENSG00000090013",1.418589361,0.202509971,3.358060388,2.31386722,4.256525325,6.064786107,391.4581429,NA,14,18,NA,NA,182,0.1,"blvrb_human","0.04",0.079240804,NA,NA,NA,"BLVRB",3,NA,0,"BLVRB",2
"127","BPHL",460,2.58045306753926e-09,0.433220800648571,0.626947482863254,1.28791602890916e-06,-0.425974448104063,-0.771841366819736,9.84807616359562e-16,0.859195248752634,829,0.00064366571651377,0.293801579396757,0.787136482687387,0.11595632144902,-0.135344293481828,-0.261363351308149,6.42527494307765e-05,0.429145872878585,"Scaling","Buffering","Scaling","Scaling","Q86WA6","Buffering","Scaling","Buffering","BPHL..670.",0.524841959,0.141557833,0.588176012,0.72445977,0.76692634,"6p","Q86WA6",7,"Q86WA6",1,"Q86WA6",2,"Q86WA6",3,NA,0,NA,0,NA,0,5,3,8,-2.820536511,5.882090245,"BPHL",0,NA,NA,NA,NA,NA,NA,NA,202.9536667,NA,19,NA,NA,NA,253,0.054,"bphl_human","-0.53",-0.010653404,NA,NA,NA,"BPHL",14,"BPHL",3,"BPHL",7
"128","BRAP",462,8.55060832948415e-05,0.265022841253126,0.504086715147058,1.94027620841293e-06,-0.293899515274097,-1.04704800582763,1.80094682183554e-12,0.558922356527223,835,0.0142245002926516,0.111329964280771,0.178186079417153,0.000349711724627747,-0.227834061836786,-0.257123156282184,2.07550002088171e-06,0.339164026117558,"Buffering","Buffering","Scaling","Scaling","Q7Z569","Buffering","Buffering","Scaling","BRAP..8315.",0.122090494,0.033627178,0.149239861,0.349414502,0.386315754,"12q","Q7Z569",2,NA,0,"Q7Z569",19,"Q7Z569",16,NA,0,NA,0,NA,0,21,37,58,-4.894228458,3.840284583,"BRAP",0,"ENSG00000089234",0.806662196,-0.409417194,3.045735825,2.772321707,4.641880452,5.140534379,33.6768,75,69,93,NA,30,237,NA,"brap_human","0.31",-0.193475076,NA,NA,NA,"BRAP",19,"BRAP",1,"BRAP",17
"129","BRD2",463,7.70106050533399e-06,0.26747710810516,-1.01571009368525,3.32557577991585e-07,-0.369737806695712,-0.185669421909405,4.45946741469317e-14,0.637214914800872,841,0.17977424042935,0.0682783954342698,0.841653011287782,0.589857213276498,0.0367487167363632,1.69779382821768,0.682014048756616,0.0315296786979066,"Buffering","Buffering","Scaling","Scaling","P25440-2","Scaling","Buffering","Buffering","BRD2..6046.",0.241535589,0.032742208,0.290856308,0.491462704,0.539310956,"6p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,18,26,44,-4.932704595,5.556450998,"BRD2",0,NA,NA,NA,NA,NA,NA,NA,32.985,NA,NA,NA,NA,NA,NA,NA,"brd2_human","0.46",-0.529531216,NA,NA,NA,"BRD2",18,"BRD2",2,"BRD2",9
"130","BRI3BP",470,0.538222053061605,-0.0491537566413777,-1.25377304523799,0.00268919569470481,-0.232321985997159,-0.62972693656944,0.060698189002136,0.183168229355781,849,0.163187284021004,-0.124116782425816,-1.37916443067008,0.278592044227676,-0.127673490896736,-2.37888598252115,0.977849357218448,0.00355670847092009,"Anti-Scaling","Buffering","Buffering","Buffering","Q8WY22","Scaling","Buffering","Scaling","BRI3BP..140707.",0.68109905,0.168826257,0.729535533,0.825287253,0.854128522,"12q","Q8WY22",1,NA,0,"Q8WY22",2,"Q8WY22",2,NA,0,NA,0,NA,0,0,24,24,-2.566388799,4.740062191,"BRI3BP",0.005405405,"ENSG00000184992",0.969873445,-0.246205945,3.150336281,2.399673721,4.574401708,5.408346084,196.9708333,NA,102,7,NA,NA,NA,NA,"bri3b_human","-",-0.025193381,NA,NA,NA,"BRI3BP",6,NA,0,"BRI3BP",4
"131","BST1",478,0.879459354385109,0.0345764419475656,0.676111724616596,2.26097465056654e-05,-0.551881660889314,1.0545837690441,0.0116832893324739,0.586458102836879,862,0.346561871906099,-0.18291998254215,-2.97737241410859,0.0635921811380877,-0.160369678289591,-2.33114285723329,0.908007791902215,-0.0225503042525583,"Anti-Scaling","Buffering","Buffering","Scaling","Q10588","Buffering","Scaling","Anti-Scaling","BST1..683.",2.42045995,1.956468528,2.044921283,1.555782745,1.430007442,"4p",NA,0,NA,0,"Q10588",1,NA,0,NA,0,NA,0,NA,0,2,1,3,0.968251903,3.975081945,"BST1",0,NA,NA,NA,NA,NA,NA,NA,412.1,NA,29,4,NA,NA,240,NA,"bst1_human","-0.32",0.148266974,NA,NA,NA,"BST1",11,NA,0,"BST1",7
"132","BTN2A1",483,0.000749496868550682,0.193511879113487,3.83505435392107,2.10380848690466e-09,-0.427073955705878,-0.27242011917692,1.13409650137795e-13,0.620585834819365,871,0.685892249241578,-0.0511360884702429,2.03199059193535,0.00117486225877876,-0.479417261811057,-0.276089700043053,0.00559552834165581,0.428281173340814,"Buffering","Scaling","Buffering","Scaling","Q7KYR7","Scaling","Buffering","Buffering","BTN2A1..11120.",0.503734025,0.119938774,0.48244041,0.709742225,0.694579304,"6p",NA,0,"Q7KYR7",1,"Q7KYR7",6,"Q7KYR7",11,NA,0,NA,0,NA,0,31,4,35,-3.059629961,3.354405786,"BTN2A1",0,"ENSG00000112763",0.593162107,-0.622917284,2.711602201,2.721810615,4.128673847,4.592900666,102.1053333,NA,79,10,NA,NA,412,0.208,"bt2a1_human","-0.25",0.010272977,NA,NA,NA,"BTN2A1",21,"BTN2A1",3,"BTN2A1",13
"133","BTN3A3",484,0.0793008749409063,0.175725250899967,0.588570012093188,0.00126548729374687,-0.34342848804486,0.546179842070624,3.12230771960814e-05,0.519153738944828,873,0.0322394144900789,0.171527822747597,0.821151271547896,0.117753603858187,-0.133220198546913,-0.407423536586648,0.00211780100714345,0.30474802129451,"Buffering","Buffering","Buffering","Scaling","O00478","Scaling","Scaling","Buffering","BTN3A3..10384.",1.222545325,0.478943519,1.17700856,1.105687716,1.084900253,"6p",NA,0,"O00478",1,"O00478",5,"O00478",4,NA,0,NA,0,NA,0,0,5,5,-1.062072563,3.855155895,"BTN3A3",0,NA,NA,NA,NA,NA,NA,NA,NA,66,29,64,15,NA,411,NA,"bt3a3_human","-",0.048548694,NA,NA,NA,"BTN3A3",19,"BTN3A3",2,"BTN3A3",12
"134","BUD13",486,3.37602491553665e-05,0.271028214706006,1.13882735985445,3.03848605307997e-06,-0.292899929919322,-0.561394462894385,1.51614574152012e-11,0.563928144625328,876,0.139324096573661,0.115199355925993,0.511530299635055,0.09381208996364,-0.10940409073915,-0.820617614672531,0.0127655972420399,0.224603446665143,"Buffering","Buffering","Scaling","Scaling","Q9BRD0","Scaling","Buffering","Buffering","BUD13..84811.",0.299242724,0.07195726,0.336730034,0.547030826,0.580284443,"11q","Q9BRD0",2,"Q9BRD0",1,"Q9BRD0",69,"Q9BRD0",3,"Q9BRD0",1,NA,0,"Q9BRD0",1,1,26,27,-3.796715944,4.298455117,"BUD13",0,"ENSG00000137656",0.530330751,-0.685748639,3.054399204,2.791690649,4.39477553,4.872866314,73.53575,402,147,369,23,219,141,NA,"bud13_human","-",-0.785527203,NA,NA,NA,"BUD13",14,"BUD13",1,"BUD13",12
"135","BYSL",488,6.9027919787315e-15,0.411844520116624,-0.959856619314231,4.7406979143817e-16,-0.586404903483355,-0.106138395887034,5.35096710130977e-29,0.998249423599978,879,0.55118016963849,0.0305650513006048,0.76930475878955,0.0204320980014043,-0.30313245359014,-0.70504694561265,0.0127632356586974,0.333697504890745,"Buffering","Scaling","Scaling","Scaling","Q13895","Scaling","Buffering","Buffering","BYSL..705.",0.274420411,0.053714271,0.32304604,0.523851516,0.568371392,"6p","Q13895",1,"Q13895",6,"Q13895",13,"Q13895",11,"Q13895",1,NA,0,NA,0,88,37,125,-4.218550763,2.075274667,"BYSL",0.010810811,"ENSG00000112578",1.316516444,0.100437054,3.08544792,2.640481437,4.074048069,5.690100722,63.06966667,105,37,108,NA,43,288,0.45,"byst_human","-0.52",-1.255151635,NA,NA,NA,"BYSL",6,NA,0,"BYSL",6
"136","BZW1",489,0.567012899983374,0.049912015993266,-0.354843034441911,0.116138857126995,-0.225006587995338,-0.43483690070892,0.0882196930085511,0.274918603988604,880,0.452630910799623,0.0702498961171949,0.851661481657964,0.0676405113146079,-0.129947539863055,-0.486486258303335,0.0743984130507717,0.20019743598025,"Buffering","Buffering","Buffering","Buffering","Q7L1Q6-4","Buffering","Scaling","Buffering","BZW1..9689.",0.443842908,0.059619108,0.468504521,0.666215361,0.684473901,"2q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,16,23,39,-4.068081392,2.12234432,"BZW1",0,"ENSG00000082153",1.719805956,0.503726565,3.418634241,2.622214023,4.044578955,6.426576555,80.8532,NA,NA,NA,NA,NA,NA,NA,"bzw1_human","1.04",0.066492628,NA,NA,NA,"BZW1",6,"BZW1",2,"BZW1",1
"137","BZW2",490,0.000528917256896119,0.247144109789454,-4.9022728441244,2.06940189378171e-11,-0.580903788944724,-0.414392878071355,1.4509300428695e-15,0.828047898734177,881,0.841683156626437,0.0119664621530965,0.4851783760766,0.000816547074953409,-0.29546018714219,-0.648651076429665,0.00110824132797621,0.307426649295286,"Buffering","Scaling","Buffering","Scaling","Q9Y6E2","Scaling","Buffering","Buffering","BZW2..28969.",0.3862549,0.05893275,0.535758,0.6214941,0.7319549,"7p","Q9Y6E2",3,NA,0,"Q9Y6E2",11,"Q9Y6E2",10,NA,0,NA,0,NA,0,20,41,61,-4.084787,1.594075,"BZW2",0.01621622,"ENSG00000136261",1.879901,0.6638212,3.248653,2.622214,4.780936,6.41669,84.72813,22,10,5,NA,NA,160,NA,"bzw2_human","0.1",0.09484357,NA,NA,NA,"BZW2",10,NA,0,"BZW2",4
"138","C11orf54",493,4.70040066848696e-05,0.32719773672929,0.390416858490467,3.66214107810052e-09,-0.473095233211567,3.19403075935162,8.39309889531333e-15,0.800292969940857,884,0.179222234660679,0.149964631645855,1.42238004172956,0.0463231029451461,-0.255058649932376,-1.11480045652141,0.011175295914536,0.405023281578231,"Buffering","Scaling","Scaling","Scaling","Q9H0W9","Scaling","Buffering","Scaling","C11orf54..28970.",0.542132044,0.133200382,0.644150807,0.736296166,0.802590061,"11q","Q9H0W9",2,"Q9H0W9",1,"Q9H0W9",4,"Q9H0W9",3,NA,0,NA,0,NA,0,5,3,8,-2.908329873,6.525219202,"C11orf54",0.010810811,"ENSG00000182919",0.778251634,-0.437827757,3.421818845,2.498310554,4.336234523,5.488206836,208.7946667,NA,NA,5,NA,NA,284,NA,"ck054_human","-",0.151030916,NA,NA,NA,"C11orf54",12,"C11orf54",1,"C11orf54",10
